score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
2,di website sering kesalahan teknis ketika ingin ngelamar oke saya download aplikasinya kalo sama sip saya cari yang lain,di website sering kesalahan teknis ketika ingin ngelamar oke saya download aplikasinya kalo sama sip saya cari yang lain,website kesalahan teknis ngelamar oke download aplikasinya kalo sip cari,"['website', 'kesalahan', 'teknis', 'ngelamar', 'oke', 'download', 'aplikasinya', 'kalo', 'sip', 'cari']",website salah teknis ngelamar oke download aplikasi kalo sip cari
5,Terimakasih jobstreet aplikasi pencari kerja,terimakasih jobstreet aplikasi pencari kerja,terimakasih jobstreet aplikasi pencari kerja,"['terimakasih', 'jobstreet', 'aplikasi', 'pencari', 'kerja']",terimakasih jobstreet aplikasi cari kerja
5,"Terimakasih jobstreet, 1 bulan ini sya menggunakan aplikasi ini alhamdulillah mendapatkan pekerjaan sesui dengan kualifikasi yg d miliki",terimakasih jobstreet 1 bulan ini sya menggunakan aplikasi ini alhamdulillah mendapatkan pekerjaan sesui dengan kualifikasi yg d miliki,terimakasih jobstreet 1 sya aplikasi alhamdulillah pekerjaan sesui kualifikasi yg d miliki,"['terimakasih', 'jobstreet', '1', 'sya', 'aplikasi', 'alhamdulillah', 'pekerjaan', 'sesui', 'kualifikasi', 'yg', 'd', 'miliki']",terimakasih jobstreet 1 sya aplikasi alhamdulillah kerja sesui kualifikasi yg d milik
1,aplikasi ga jelas tiba tiba log out udh login beberapa kali via google dan id pw malah loading nya lama ga bisa masuk tolong dong,aplikasi ga jelas tiba tiba log out udh login beberapa kali via google dan id pw malah loading nya lama ga bisa masuk tolong dong,aplikasi ga log out udh login kali via google id pw loading nya ga masuk tolong,"['aplikasi', 'ga', 'log', 'out', 'udh', 'login', 'kali', 'via', 'google', 'id', 'pw', 'loading', 'nya', 'ga', 'masuk', 'tolong']",aplikasi ga log out udh login kali via google id pw loading nya ga masuk tolong
3,"Aplikasi tidak bisa dibuka,",aplikasi tidak bisa dibuka,aplikasi dibuka,"['aplikasi', 'dibuka']",aplikasi buka
1,setelah update akun saya ke logout sendiri dan tidak bisa login kembali hnaya stuk loading dan aplikasi crash keluar sendiri,setelah update akun saya ke logout sendiri dan tidak bisa login kembali hnaya stuk loading dan aplikasi crash keluar sendiri,update akun logout login hnaya stuk loading aplikasi crash,"['update', 'akun', 'logout', 'login', 'hnaya', 'stuk', 'loading', 'aplikasi', 'crash']",update akun logout login hnaya stuk loading aplikasi crash
1,Makin di update makin gak jelas.,makin di update makin gak jelas,update gak,"['update', 'gak']",update gak
4,"Hallo jobstreet : sedang dalam perbaikan aplikasi kah? Kenapa saya tidak dapat login tolong direspon ya, 🙏🏽",hallo jobstreet  sedang dalam perbaikan aplikasi kah kenapa saya tidak dapat login tolong direspon ya ,hallo jobstreet perbaikan aplikasi kah login tolong direspon ya,"['hallo', 'jobstreet', 'perbaikan', 'aplikasi', 'kah', 'login', 'tolong', 'direspon', 'ya']",hallo jobstreet baik aplikasi kah login tolong direspon ya
1,Ga bisa login.,ga bisa login,ga login,"['ga', 'login']",ga login
1,Terima kasih yah waktu saya sudah terbuang mengikuti aplikasi ini yg datang panggilan penipu smua,terima kasih yah waktu saya sudah terbuang mengikuti aplikasi ini yg datang panggilan penipu smua,terima kasih yah terbuang mengikuti aplikasi yg panggilan penipu smua,"['terima', 'kasih', 'yah', 'terbuang', 'mengikuti', 'aplikasi', 'yg', 'panggilan', 'penipu', 'smua']",terima kasih yah buang ikut aplikasi yg panggil tipu smua
5,Good,good,good,['good'],good
3,Saya tidak bisa login akun sudah beberapa kali saya coba tetap saja tidak bisa,saya tidak bisa login akun sudah beberapa kali saya coba tetap saja tidak bisa,login akun kali coba,"['login', 'akun', 'kali', 'coba']",login akun kali coba
3,"Saya sudah memiliki user, Kenapa setiap saya buka gak bisa login.. padahal sudah di update.. di uninstal dan di uodate lagi, tapi tetap tidak bisa login..",saya sudah memiliki user kenapa setiap saya buka gak bisa login padahal sudah di update di uninstal dan di uodate lagi tapi tetap tidak bisa login,memiliki user buka gak login update uninstal uodate login,"['memiliki', 'user', 'buka', 'gak', 'login', 'update', 'uninstal', 'uodate', 'login']",milik user buka gak login update uninstal uodate login
3,Bagus,bagus,bagus,['bagus'],bagus
1,kenapa gak bisa login ya?,kenapa gak bisa login ya,gak login ya,"['gak', 'login', 'ya']",gak login ya
4,Ngebug apk nya bang Sering nyantol pas mau apply lowongan Tolong diperbaiki Terima kasih,ngebug apk nya bang sering nyantol pas mau apply lowongan tolong diperbaiki terima kasih,ngebug apk nya bang nyantol pas apply lowongan tolong diperbaiki terima kasih,"['ngebug', 'apk', 'nya', 'bang', 'nyantol', 'pas', 'apply', 'lowongan', 'tolong', 'diperbaiki', 'terima', 'kasih']",ngebug apk nya bang nyantol pas apply lowong tolong baik terima kasih
4,Ko aneh ya... Aplikasinya.. Padahal pasword dan email sudah bener kenapa disuruh masuk berkali kali tolong dibantu,ko aneh ya aplikasinya padahal pasword dan email sudah bener kenapa disuruh masuk berkali kali tolong dibantu,ko aneh ya aplikasinya pasword email bener disuruh masuk berkali kali tolong dibantu,"['ko', 'aneh', 'ya', 'aplikasinya', 'pasword', 'email', 'bener', 'disuruh', 'masuk', 'berkali', 'kali', 'tolong', 'dibantu']",ko aneh ya aplikasi pasword email bener suruh masuk kali kali tolong bantu
4,"Gak bisa login, setelah memasukan email dan pasword, klik cotinue cuman tidak ada respon",gak bisa login setelah memasukan email dan pasword klik cotinue cuman tidak ada respon,gak login memasukan email pasword klik cotinue cuman respon,"['gak', 'login', 'memasukan', 'email', 'pasword', 'klik', 'cotinue', 'cuman', 'respon']",gak login pasu email pasword klik cotinue cuman respon
1,"Akun tidak bisa masuk di arah kan ke web terus gunanya aplikasi apa, masalah apload CV susah sekali masih enak yang dulu tidak ribet",akun tidak bisa masuk di arah kan ke web terus gunanya aplikasi apa masalah apload cv susah sekali masih enak yang dulu tidak ribet,akun masuk arah web gunanya aplikasi apload cv susah enak ribet,"['akun', 'masuk', 'arah', 'web', 'gunanya', 'aplikasi', 'apload', 'cv', 'susah', 'enak', 'ribet']",akun masuk arah web guna aplikasi apload cv susah enak ribet
5,Sangat bermanfaat,sangat bermanfaat,bermanfaat,['bermanfaat'],manfaat
5,Sangat membantu,sangat membantu,membantu,['membantu'],bantu
1,Gajelas jir gabisa upload resume tolong dong secepatnya di perbaiki!,gajelas jir gabisa upload resume tolong dong secepatnya di perbaiki,gajelas jir gabisa upload resume tolong secepatnya perbaiki,"['gajelas', 'jir', 'gabisa', 'upload', 'resume', 'tolong', 'secepatnya', 'perbaiki']",gajelas jir gabisa upload resume tolong cepat baik
1,"ini aplikasi kenapa tiba"" keluar dan mau masuk.akun selalu loading gak bisa lagi",ini aplikasi kenapa tiba keluar dan mau masukakun selalu loading gak bisa lagi,aplikasi masukakun loading gak,"['aplikasi', 'masukakun', 'loading', 'gak']",aplikasi masukakun loading gak
1,"Aplikasi gak jelas udah punya akun tiba tiba ngilang sendirinya, mau komplain susah banget suruh masuk masuk terus..",aplikasi gak jelas udah punya akun tiba tiba ngilang sendirinya mau komplain susah banget suruh masuk masuk terus,aplikasi gak udah akun ngilang komplain susah banget suruh masuk masuk,"['aplikasi', 'gak', 'udah', 'akun', 'ngilang', 'komplain', 'susah', 'banget', 'suruh', 'masuk', 'masuk']",aplikasi gak udah akun ngilang komplain susah banget suruh masuk masuk
1,"Setelah di update Aplikasinya jadi under, gabisa login udah dicoba berkali-kali tetep aja gamasukmasuk, versi aplikasi jobstreet 14.34.0 versi android funtouchOS_10 Perlu di uninstall jangan digunakan lagi, masalah seperti ini aja tidak sigap untuk diperbaiki gimana rating mau bagus",setelah di update aplikasinya jadi under gabisa login udah dicoba berkalikali tetep aja gamasukmasuk versi aplikasi jobstreet 14340 versi android funtouchos10 perlu di uninstall jangan digunakan lagi masalah seperti ini aja tidak sigap untuk diperbaiki gimana rating mau bagus,update aplikasinya under gabisa login udah dicoba berkalikali tetep aja gamasukmasuk versi aplikasi jobstreet 14340 versi android funtouchos10 uninstall aja sigap diperbaiki gimana rating bagus,"['update', 'aplikasinya', 'under', 'gabisa', 'login', 'udah', 'dicoba', 'berkalikali', 'tetep', 'aja', 'gamasukmasuk', 'versi', 'aplikasi', 'jobstreet', '14340', 'versi', 'android', 'funtouchos10', 'uninstall', 'aja', 'sigap', 'diperbaiki', 'gimana', 'rating', 'bagus']",update aplikasi under gabisa login udah coba berkalikali tetep aja gamasukmasuk versi aplikasi jobstreet 14340 versi android funtouchos10 uninstall aja sigap baik gimana rating bagus
1,Ko tiba tiba keluar ya ? Dan susah masuk lagi ga jelas banget aplikasinya,ko tiba tiba keluar ya  dan susah masuk lagi ga jelas banget aplikasinya,ko ya susah masuk ga banget aplikasinya,"['ko', 'ya', 'susah', 'masuk', 'ga', 'banget', 'aplikasinya']",ko ya susah masuk ga banget aplikasi
1,"Sudah lebih dari 2 minggu aplikasi jobstreet saya tidak bisa di buka. Sudah di dm akun jobstreet, di email juga tapi tidak membantu sama sekali. Sampai hari ini masuh belum bisa",sudah lebih dari 2 minggu aplikasi jobstreet saya tidak bisa di buka sudah di dm akun jobstreet di email juga tapi tidak membantu sama sekali sampai hari ini masuh belum bisa,2 minggu aplikasi jobstreet buka dm akun jobstreet email membantu masuh,"['2', 'minggu', 'aplikasi', 'jobstreet', 'buka', 'dm', 'akun', 'jobstreet', 'email', 'membantu', 'masuh']",2 minggu aplikasi jobstreet buka dm akun jobstreet email bantu masuh
5,"Terimakasih Jobstreet, dengan aplikasi ini mempermudah dalam mencari pekerjaan. Sukses terus buat JOBSTREET.",terimakasih jobstreet dengan aplikasi ini mempermudah dalam mencari pekerjaan sukses terus buat jobstreet,terimakasih jobstreet aplikasi mempermudah mencari pekerjaan sukses jobstreet,"['terimakasih', 'jobstreet', 'aplikasi', 'mempermudah', 'mencari', 'pekerjaan', 'sukses', 'jobstreet']",terimakasih jobstreet aplikasi mudah cari kerja sukses jobstreet
1,"Ga bermutu cuma nyampah di email doang! Pas dilamar di aplikasinya tiba-tiba lowongan kedaluwarsa, ga cocok buat yg serius cari kerja",ga bermutu cuma nyampah di email doang pas dilamar di aplikasinya tibatiba lowongan kedaluwarsa ga cocok buat yg serius cari kerja,ga bermutu nyampah email doang pas dilamar aplikasinya tibatiba lowongan kedaluwarsa ga cocok yg serius cari kerja,"['ga', 'bermutu', 'nyampah', 'email', 'doang', 'pas', 'dilamar', 'aplikasinya', 'tibatiba', 'lowongan', 'kedaluwarsa', 'ga', 'cocok', 'yg', 'serius', 'cari', 'kerja']",ga mutu nyampah email doang pas lamar aplikasi tibatiba lowong kedaluwarsa ga cocok yg serius cari kerja
4,Sangat bermanfaat membantu mencari kerja,sangat bermanfaat membantu mencari kerja,bermanfaat membantu mencari kerja,"['bermanfaat', 'membantu', 'mencari', 'kerja']",manfaat bantu cari kerja
5,Cukup membantu utk cari info kerjaan,cukup membantu utk cari info kerjaan,membantu utk cari info kerjaan,"['membantu', 'utk', 'cari', 'info', 'kerjaan']",bantu utk cari info kerja
1,"Tolong dong jobbstreeet loker yg disediakan di filter dulu, saya sudah 3x kena loker yg bodong di aplikasi ini.. Dan dr sekian bnyk lamaran yg saya kasi ga 1 pun keterima... Sekali keterima perushaan yg ga ada wujudnya.. D pangil interview d ruko2 d palak uang di paksa ttd d matrai 😑",tolong dong jobbstreeet loker yg disediakan di filter dulu saya sudah 3x kena loker yg bodong di aplikasi ini dan dr sekian bnyk lamaran yg saya kasi ga 1 pun keterima sekali keterima perushaan yg ga ada wujudnya d pangil interview d ruko2 d palak uang di paksa ttd d matrai ,tolong jobbstreeet loker yg disediakan filter 3x kena loker yg bodong aplikasi dr sekian bnyk lamaran yg kasi ga 1 keterima keterima perushaan yg ga wujudnya d pangil interview d ruko2 d palak uang paksa ttd d matrai,"['tolong', 'jobbstreeet', 'loker', 'yg', 'disediakan', 'filter', '3x', 'kena', 'loker', 'yg', 'bodong', 'aplikasi', 'dr', 'sekian', 'bnyk', 'lamaran', 'yg', 'kasi', 'ga', '1', 'keterima', 'keterima', 'perushaan', 'yg', 'ga', 'wujudnya', 'd', 'pangil', 'interview', 'd', 'ruko2', 'd', 'palak', 'uang', 'paksa', 'ttd', 'd', 'matrai']",tolong jobbstreeet loker yg sedia filter 3x kena loker yg bodong aplikasi dr sekian bnyk lamar yg kasi ga 1 terima terima perushaan yg ga wujud d pangil interview d ruko2 d palak uang paksa ttd d matra
2,"Kenapa kalau pakai android gk bisa login padahal username & password udh bener semua, udh login pakai akun google juga sama, perasaan kemarin2 aman aja :)",kenapa kalau pakai android gk bisa login padahal username  password udh bener semua udh login pakai akun google juga sama perasaan kemarin2 aman aja ,pakai android gk login username password udh bener udh login pakai akun google perasaan kemarin2 aman aja,"['pakai', 'android', 'gk', 'login', 'username', 'password', 'udh', 'bener', 'udh', 'login', 'pakai', 'akun', 'google', 'perasaan', 'kemarin2', 'aman', 'aja']",pakai android gk login username password udh bener udh login pakai akun google asa kemarin2 aman aja
1,"Aplikasi katro, mau login aja susah",aplikasi katro mau login aja susah,aplikasi katro login aja susah,"['aplikasi', 'katro', 'login', 'aja', 'susah']",aplikasi katro login aja susah
1,"Gak bisa login,mentok di ""berikutnya"" sudah beberapa hari ini begitu terus.mau apply susah jadinya.",gak bisa loginmentok di berikutnya sudah beberapa hari ini begitu terusmau apply susah jadinya,gak loginmentok terusmau apply susah,"['gak', 'loginmentok', 'terusmau', 'apply', 'susah']",gak loginmentok terusmau apply susah
1,"Saya sudah email ke email yang bisa mengatasi kendala saya saat tidak bisa log in di aplikasi jobstreet namun tetap saja sudah diikuti langkah2nya tetap juga tidak bisa log in , sangat mengecewakan setelah di upgrade bukannya makin baik tapi ini malah buat tidak bisa log in di akun nya . Better tidak usah di upgrade jika tidak memudahkan pengguna",saya sudah email ke email yang bisa mengatasi kendala saya saat tidak bisa log in di aplikasi jobstreet namun tetap saja sudah diikuti langkah2nya tetap juga tidak bisa log in  sangat mengecewakan setelah di upgrade bukannya makin baik tapi ini malah buat tidak bisa log in di akun nya  better tidak usah di upgrade jika tidak memudahkan pengguna,email email mengatasi kendala log in aplikasi jobstreet diikuti langkah2nya log in mengecewakan upgrade log in akun nya better upgrade memudahkan pengguna,"['email', 'email', 'mengatasi', 'kendala', 'log', 'in', 'aplikasi', 'jobstreet', 'diikuti', 'langkah2nya', 'log', 'in', 'mengecewakan', 'upgrade', 'log', 'in', 'akun', 'nya', 'better', 'upgrade', 'memudahkan', 'pengguna']",email email atas kendala log in aplikasi jobstreet ikut langkah2nya log in kecewa upgrade log in akun nya better upgrade mudah guna
1,susah masuk aplikasi,susah masuk aplikasi,susah masuk aplikasi,"['susah', 'masuk', 'aplikasi']",susah masuk aplikasi
3,"Akun tiba2 tidak bisa keluar dan tidak bisa log in kembali, di arahkan masuk ke seek cmn loading terus",akun tiba2 tidak bisa keluar dan tidak bisa log in kembali di arahkan masuk ke seek cmn loading terus,akun tiba2 log in arahkan masuk seek cmn loading,"['akun', 'tiba2', 'log', 'in', 'arahkan', 'masuk', 'seek', 'cmn', 'loading']",akun tiba2 log in arah masuk seek cmn loading
1,"Udah seminggu masih trouble, enggak ada niatan buat perbaikan kah?",udah seminggu masih trouble enggak ada niatan buat perbaikan kah,udah seminggu trouble niatan perbaikan kah,"['udah', 'seminggu', 'trouble', 'niatan', 'perbaikan', 'kah']",udah minggu trouble niat baik kah
1,Kenapa ketika hendak login selalu gagal?,kenapa ketika hendak login selalu gagal,login gagal,"['login', 'gagal']",login gagal
4,Baru mau coba semoga ada yg cocok dan tipu2/palsu,baru mau coba semoga ada yg cocok dan tipu2palsu,coba semoga yg cocok tipu2palsu,"['coba', 'semoga', 'yg', 'cocok', 'tipu2palsu']",coba moga yg cocok tipu2palsu
3,"Sumpah kenapa saya tidak bisa login ya dulu saya punya akun sudah kucoba masuk tetapi tetap tidak bisa dibuat akun baru juga tidak bisa,lewat google pun tidak bisa, lewat FB tidak ini yang punya masalah apknya atau org yg buat apknya kayak punya dendam aja",sumpah kenapa saya tidak bisa login ya dulu saya punya akun sudah kucoba masuk tetapi tetap tidak bisa dibuat akun baru juga tidak bisalewat google pun tidak bisa lewat fb tidak ini yang punya masalah apknya atau org yg buat apknya kayak punya dendam aja,sumpah login ya akun kucoba masuk akun bisalewat google fb apknya org yg apknya kayak dendam aja,"['sumpah', 'login', 'ya', 'akun', 'kucoba', 'masuk', 'akun', 'bisalewat', 'google', 'fb', 'apknya', 'org', 'yg', 'apknya', 'kayak', 'dendam', 'aja']",sumpah login ya akun coba masuk akun bisalewat google fb apknya org yg apknya kayak dendam aja
5,Tolong tambahkan pilihan ekspektasi gaji 12 dan 13 juta saat melakukan lamaran. Karena pada angka ini sangat penting untuk level supervisor. Pilihan ekspektasi gaji 15 juta rata rata hanya untuk manager. Dan 10 juta terlalu kecil untuk supervisor.,tolong tambahkan pilihan ekspektasi gaji 12 dan 13 juta saat melakukan lamaran karena pada angka ini sangat penting untuk level supervisor pilihan ekspektasi gaji 15 juta rata rata hanya untuk manager dan 10 juta terlalu kecil untuk supervisor,tolong tambahkan pilihan ekspektasi gaji 12 13 juta lamaran angka level supervisor pilihan ekspektasi gaji 15 juta manager 10 juta supervisor,"['tolong', 'tambahkan', 'pilihan', 'ekspektasi', 'gaji', '12', '13', 'juta', 'lamaran', 'angka', 'level', 'supervisor', 'pilihan', 'ekspektasi', 'gaji', '15', 'juta', 'manager', '10', 'juta', 'supervisor']",tolong tambah pilih ekspektasi gaji 12 13 juta lamar angka level supervisor pilih ekspektasi gaji 15 juta manager 10 juta supervisor
1,"Aplikasinya tidak bisa masuk akun,",aplikasinya tidak bisa masuk akun,aplikasinya masuk akun,"['aplikasinya', 'masuk', 'akun']",aplikasi masuk akun
2,Min tolonglah liat yg mengadakan pekerjaan apa asli atau hanya penipuan. Udah beberapa kali dapet penipu. Plis lah min,min tolonglah liat yg mengadakan pekerjaan apa asli atau hanya penipuan udah beberapa kali dapet penipu plis lah min,min tolonglah liat yg mengadakan pekerjaan asli penipuan udah kali dapet penipu plis min,"['min', 'tolonglah', 'liat', 'yg', 'mengadakan', 'pekerjaan', 'asli', 'penipuan', 'udah', 'kali', 'dapet', 'penipu', 'plis', 'min']",min tolong liat yg ada kerja asli tipu udah kali dapet tipu plis min
